CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn,preds
710,France,Female,41,2,156067.05,1,1,1,9983.88,0,"[0.772069997828766, 0.22793000217123405, 0.0]"
716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0,"[0.9325158011569488, 0.06748419884305125, 0.0]"
615,France,Male,30,8,0.0,2,0,0,3183.15,0,"[0.8567426750454311, 0.1432573249545689, 0.0]"
601,Germany,Female,42,9,133636.16,1,0,1,103315.74,0,"[0.7022446194845162, 0.2977553805154838, 0.0]"
844,France,Male,40,7,113348.14,1,1,0,31904.31,1,"[0.8938684258201656, 0.10613157417983445, 0.0]"
743,France,Female,46,9,0.0,1,1,0,113436.08,0,"[0.8682151785258388, 0.13178482147416112, 0.0]"
684,France,Male,38,4,0.0,3,1,0,75609.84,0,"[0.8674235880704012, 0.13257641192959882, 0.0]"
595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1,"[0.7150323363323465, 0.2849676636676534, 0.0]"
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,"[0.6175434754259973, 0.3824565245740027, 0.0]"
509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0,"[0.7729291434005845, 0.22707085659941556, 0.0]"
669,France,Male,57,5,0.0,2,1,1,56875.76,0,"[0.7200544769395563, 0.2799455230604438, 0.0]"
666,France,Male,36,4,120165.4,2,1,0,33701.5,0,"[0.8001027135559117, 0.19989728644408833, 0.0]"
584,France,Female,40,4,82441.75,1,0,0,80852.11,0,"[0.7310753938581844, 0.2689246061418155, 0.0]"
746,Spain,Female,25,3,104833.79,1,0,0,71911.3,0,"[0.9149007862960585, 0.08509921370394148, 0.0]"
718,France,Female,37,7,0.0,2,1,1,55100.09,0,"[0.887847629345456, 0.11215237065454393, 0.0]"
694,Spain,Female,37,3,0.0,2,1,1,147012.22,0,"[0.8880616153258065, 0.11193838467419351, 0.0]"
697,France,Male,63,7,148368.02,1,0,0,118862.08,1,"[0.5948241907234841, 0.40517580927651586, 0.0]"
662,France,Female,36,4,166909.2,2,1,0,138871.12,1,"[0.7940442979172901, 0.20595570208270988, 0.0]"
620,France,Female,29,1,138740.24,2,0,0,154700.61,0,"[0.8267502326809081, 0.17324976731909192, 0.0]"
792,France,Male,34,1,0.0,1,0,1,86330.32,0,"[0.931109505197073, 0.06889049480292701, 0.0]"
598,France,Male,35,8,114212.6,1,1,1,74322.85,0,"[0.7649148041815877, 0.23508519581841228, 0.0]"
708,France,Female,51,8,70754.18,1,1,1,92920.04,1,"[0.7698833518602416, 0.23011664813975843, 0.0]"
673,France,Male,51,8,79563.36,2,1,1,172200.91,0,"[0.7534777097735048, 0.24652229022649524, 0.0]"
635,France,Male,42,1,146766.72,2,0,1,164357.1,0,"[0.7417936617079433, 0.2582063382920568, 0.0]"
676,France,Male,20,1,80569.73,1,0,0,68621.98,0,"[0.9108279047995399, 0.0891720952004601, 0.0]"
584,France,Female,41,3,0.0,2,1,1,160095.48,0,"[0.7963724854083362, 0.20362751459166384, 0.0]"
711,France,Male,28,8,0.0,2,1,1,64286.39,0,"[0.920316283900163, 0.07968371609983707, 0.0]"
713,France,Male,33,6,94598.48,1,0,0,197519.66,1,"[0.8893933874696524, 0.11060661253034769, 0.0]"
696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0,"[0.7920015304972874, 0.20799846950271256, 0.0]"
824,Germany,Male,77,3,27517.15,2,0,1,2746.41,0,"[0.6592527514551212, 0.34074724854487876, 0.0]"
776,France,Female,43,4,0.0,2,0,1,162137.5,0,"[0.9040149145411673, 0.09598508545883272, 0.0]"
754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0,"[0.811523344025814, 0.1884766559741859, 0.0]"
613,France,Male,37,9,108286.5,1,1,1,114153.44,0,"[0.7769056135856196, 0.22309438641438042, 0.0]"
427,Spain,Male,40,8,0.0,2,1,1,82870.75,0,"[0.6278318831223161, 0.3721681168776839, 0.0]"
712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1,"[0.8318138411269307, 0.1681861588730693, 0.0]"
765,France,Male,51,3,123372.3,1,1,1,115429.32,0,"[0.7905875279374386, 0.2094124720625614, 0.0]"
708,France,Female,34,4,0.0,1,1,1,62868.33,0,"[0.8960892112723478, 0.1039107887276523, 0.0]"
679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0,"[0.8708625915919568, 0.12913740840804327, 0.0]"
699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,"[0.8222528181838631, 0.17774718181613694, 0.0]"
603,France,Male,35,6,128993.76,2,1,0,130483.56,0,"[0.7733698402093973, 0.22663015979060278, 0.0]"
490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0,"[0.696242442374745, 0.303757557625255, 0.0]"
596,France,Male,39,9,0.0,1,1,0,48963.59,0,"[0.7966857022578093, 0.2033142977421907, 0.0]"
543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0,"[0.6862831259405419, 0.31371687405945814, 0.0]"
452,France,Female,60,6,121730.49,1,1,1,142963.29,0,"[0.3579049698617979, 0.6420950301382021, 0.0]"
684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0,"[0.9123048015370836, 0.08769519846291644, 0.0]"
708,France,Male,32,10,86614.06,2,1,1,172129.26,0,"[0.8915436932979189, 0.10845630670208103, 0.0]"
525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,"[0.42655054856131425, 0.5734494514386858, 0.0]"
668,Spain,Female,30,8,0.0,2,1,0,138465.7,0,"[0.9043121049033918, 0.09568789509660824, 0.0]"
646,France,Female,30,5,0.0,2,1,0,13935.32,0,"[0.8755270534332033, 0.12447294656679671, 0.0]"
489,France,Female,51,3,0.0,2,0,1,174098.28,1,"[0.6150212823897616, 0.38497871761023833, 0.0]"
682,France,Male,42,0,0.0,1,1,1,160828.98,0,"[0.8589248170990926, 0.1410751829009074, 0.0]"
762,France,Male,36,5,119547.46,1,1,1,42693.65,0,"[0.8683103890512003, 0.13168961094879975, 0.0]"
473,France,Female,39,9,117103.26,2,1,1,85937.52,1,"[0.5951227188802394, 0.4048772811197606, 0.0]"
641,Spain,Male,42,9,132657.55,1,1,0,35367.19,0,"[0.7243617937720841, 0.27563820622791596, 0.0]"
787,France,Male,51,0,58137.08,1,0,1,142538.31,0,"[0.8459485660426818, 0.15405143395731824, 0.0]"
624,Spain,Female,34,6,0.0,1,1,0,582.59,1,"[0.8384537566550812, 0.1615462433449188, 0.0]"
582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0,"[0.7325325723653429, 0.2674674276346571, 0.0]"
427,Spain,Female,39,9,0.0,2,1,0,28368.37,0,"[0.6195240742338854, 0.3804759257661146, 0.0]"
737,Germany,Male,50,4,127552.85,2,1,0,4225.11,0,"[0.7421090356991579, 0.25789096430084213, 0.0]"
521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1,"[0.7131139889371486, 0.2868860110628514, 0.0]"
548,France,Female,35,10,0.0,1,1,1,31299.71,0,"[0.7820015324297657, 0.21799846757023436, 0.0]"
771,Spain,Female,56,2,0.0,1,1,1,25222.6,1,"[0.8091170476004736, 0.1908829523995264, 0.0]"
618,France,Male,39,2,91068.56,1,1,0,26578.69,0,"[0.7508520458493272, 0.24914795415067284, 0.0]"
575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1,"[0.6356845520094758, 0.3643154479905241, 0.0]"
652,Germany,Female,37,9,145219.3,1,1,0,159132.83,0,"[0.7975255149998524, 0.20247448500014759, 0.0]"
457,Spain,Male,44,7,0.0,2,0,0,185992.36,0,"[0.6551563912758562, 0.3448436087241437, 0.0]"
770,France,Female,68,2,183555.24,1,0,0,159557.28,1,"[0.610572483927428, 0.3894275160725719, 0.0]"
691,France,Male,30,9,0.0,1,1,0,49594.02,0,"[0.903600494066664, 0.09639950593333604, 0.0]"
789,France,Female,27,8,66201.96,1,1,1,79458.12,0,"[0.9349103207634815, 0.06508967923651858, 0.0]"
490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,"[0.6789125241082657, 0.32108747589173425, 0.0]"
765,France,Male,42,4,123311.39,2,1,1,82868.34,0,"[0.8429127640198166, 0.15708723598018337, 0.0]"
741,Spain,Male,35,6,74371.49,1,0,0,99595.67,0,"[0.887725900980092, 0.11227409901990806, 0.0]"
683,Spain,Male,35,9,61172.04,1,0,0,82951.12,0,"[0.8590161091111763, 0.14098389088882365, 0.0]"
655,France,Female,32,2,0.0,1,1,1,71047.51,0,"[0.8791174633492744, 0.12088253665072557, 0.0]"
729,France,Male,44,5,0.0,2,0,1,9200.54,0,"[0.851660667226421, 0.14833933277357902, 0.0]"
669,France,Female,33,9,0.0,2,0,1,107221.03,0,"[0.8887905764619686, 0.11120942353803147, 0.0]"
850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1,"[0.8430929509906862, 0.15690704900931385, 0.0]"
674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,"[0.8011941394422913, 0.19880586055770866, 0.0]"
715,France,Male,45,4,0.0,2,1,1,55043.93,0,"[0.8452016999744363, 0.1547983000255637, 0.0]"
592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1,"[0.4491754098172728, 0.5508245901827272, 0.0]"
644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,"[0.7587948748447562, 0.24120512515524378, 0.0]"
726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0,"[0.756379915157404, 0.24362008484259595, 0.0]"
704,France,Male,32,7,127785.17,4,0,0,184464.7,1,"[0.875455504966584, 0.12454449503341604, 0.0]"
648,France,Female,54,9,120633.42,1,0,0,5924.38,1,"[0.6161229989928665, 0.38387700100713357, 0.0]"
820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1,"[0.8852073650612711, 0.1147926349387289, 0.0]"
468,France,Male,36,3,61636.97,1,0,0,107787.42,0,"[0.6697966747411712, 0.33020332525882873, 0.0]"
680,France,Male,37,4,0.0,2,1,0,61240.87,0,"[0.8677401582331205, 0.13225984176687958, 0.0]"
745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0,"[0.8403291250018265, 0.1596708749981735, 0.0]"
667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1,"[0.8394755989176377, 0.16052440108236235, 0.0]"
540,France,Male,22,4,0.0,3,1,1,186233.26,1,"[0.8829154488633569, 0.11708455113664311, 0.0]"
498,France,Male,34,5,0.0,2,1,1,91711.66,0,"[0.7592723147487068, 0.2407276852512932, 0.0]"
662,France,Male,64,0,98848.19,1,0,1,42730.12,0,"[0.5541166686656753, 0.44588333133432473, 0.0]"
642,Germany,Male,22,10,111812.52,2,1,1,183045.46,0,"[0.8946667662686463, 0.10533323373135371, 0.0]"
641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,"[0.7848700006402758, 0.21512999935972424, 0.0]"
624,France,Female,45,3,68639.57,1,1,0,168002.31,1,"[0.7600913600368322, 0.23990863996316786, 0.0]"
603,Spain,Female,39,5,162390.52,2,1,0,54702.66,0,"[0.6940115345789519, 0.305988465421048, 0.0]"
446,France,Male,32,8,0.0,2,0,0,133292.94,0,"[0.7390523914788518, 0.26094760852114823, 0.0]"
710,Spain,Female,30,10,0.0,2,1,0,19500.1,0,"[0.9080499353676711, 0.09195006463232888, 0.0]"
590,France,Female,32,0,127763.24,1,1,0,100717.54,0,"[0.7755136437109078, 0.22448635628909214, 0.0]"
663,Spain,Male,31,4,103430.11,2,0,1,36479.27,0,"[0.8396691358247755, 0.16033086417522444, 0.0]"
584,Spain,Female,29,4,0.0,2,1,0,88866.92,0,"[0.8567906092185685, 0.14320939078143144, 0.0]"
628,Germany,Female,51,10,115280.49,2,0,0,12628.61,1,"[0.6304996968014801, 0.3695003031985199, 0.0]"
539,Spain,Male,38,8,71460.67,2,1,1,10074.05,0,"[0.6926284438438939, 0.3073715561561062, 0.0]"
754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,"[0.9252834226658008, 0.07471657733419927, 0.0]"
564,France,Female,28,1,0.0,1,1,1,162428.05,0,"[0.8621239047127817, 0.13787609528721836, 0.0]"
626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1,"[0.7409128116105723, 0.25908718838942774, 0.0]"
655,France,Male,27,2,131691.33,1,1,0,49480.66,0,"[0.8460283567439928, 0.15397164325600718, 0.0]"
545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0,"[0.7245178680608308, 0.2754821319391691, 0.0]"
705,Spain,Male,36,1,111629.29,1,1,1,21807.16,0,"[0.8304873240278586, 0.16951267597214134, 0.0]"
604,Spain,Female,34,3,0.0,2,1,0,38587.7,0,"[0.8313012566341353, 0.16869874336586463, 0.0]"
733,Germany,Male,74,3,106545.53,1,1,1,134589.58,0,"[0.5605435794162545, 0.4394564205837455, 0.0]"
546,Germany,Female,42,9,86351.85,2,1,0,57380.13,0,"[0.6647216546804293, 0.3352783453195707, 0.0]"
738,Spain,Male,49,3,0.0,3,1,1,65066.48,1,"[0.8387462620975427, 0.1612537379024573, 0.0]"
784,France,Male,38,5,136712.91,1,0,1,169920.92,0,"[0.8838951756666346, 0.11610482433336546, 0.0]"
652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0,"[0.8459336255389731, 0.15406637446102692, 0.0]"
777,France,Male,29,2,0.0,2,1,0,124489.88,0,"[0.9429362596774836, 0.05706374032251642, 0.0]"
713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1,"[0.7762184967349058, 0.22378150326509416, 0.0]"
439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1,"[0.4670034002154724, 0.5329965997845276, 0.0]"
610,Spain,Female,45,3,0.0,1,1,0,38276.84,1,"[0.7578126806825733, 0.24218731931742665, 0.0]"
850,France,Female,55,10,98488.08,1,1,0,155879.57,1,"[0.8504302946131848, 0.14956970538681522, 0.0]"
850,France,Male,42,0,0.0,2,1,0,44165.84,0,"[0.9226845313853566, 0.07731546861464342, 0.0]"
543,Spain,Female,46,5,140355.6,1,1,1,85086.78,0,"[0.5827242168504845, 0.41727578314951547, 0.0]"
699,France,Male,22,9,99339.0,1,1,0,68297.61,1,"[0.9090540078069644, 0.09094599219303555, 0.0]"
726,France,Female,34,0,185734.75,1,1,1,102036.82,0,"[0.8361265962787541, 0.1638734037212459, 0.0]"
636,France,Female,34,3,0.0,2,1,1,44756.25,0,"[0.8539645818980337, 0.14603541810196635, 0.0]"
613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0,"[0.6722053196564584, 0.3277946803435416, 0.0]"
724,Germany,Male,31,2,160997.54,2,0,1,64831.36,0,"[0.8570557306403976, 0.14294426935960233, 0.0]"
466,France,Female,41,3,33563.95,2,1,0,178994.13,1,"[0.6634721618281076, 0.3365278381718923, 0.0]"
655,Germany,Male,67,6,148363.38,1,1,1,186995.17,0,"[0.5232879531202986, 0.47671204687970137, 0.0]"
600,France,Male,46,10,95502.21,1,0,0,19842.18,0,"[0.6677271394692195, 0.3322728605307805, 0.0]"
660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,"[0.5770735813410933, 0.4229264186589067, 0.0]"
612,France,Female,31,8,117989.76,1,1,1,54129.86,0,"[0.7991987200336284, 0.20080127996637162, 0.0]"
510,France,Male,65,2,0.0,2,1,1,48071.61,0,"[0.44456371836203235, 0.5554362816379677, 0.0]"
612,France,Female,33,0,64900.32,2,1,0,102426.12,0,"[0.8224518067037896, 0.17754819329621047, 0.0]"
609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1,"[0.42447800129816216, 0.5755219987018378, 0.0]"
850,France,Male,27,6,96654.72,2,0,0,152740.16,0,"[0.9508850584243911, 0.049114941575608896, 0.0]"
745,France,Female,36,9,0.0,1,1,0,19605.18,1,"[0.9002302018075239, 0.09976979819247613, 0.0]"
527,Spain,Male,53,8,0.0,1,1,1,51711.57,0,"[0.6004736853858887, 0.3995263146141112, 0.0]"
762,France,Male,53,1,102520.37,1,1,1,170195.4,0,"[0.7980378581701257, 0.2019621418298743, 0.0]"
602,France,Male,38,7,111835.94,2,1,0,124389.61,0,"[0.7586539520457248, 0.24134604795427517, 0.0]"
686,France,Female,41,10,0.0,1,1,0,133086.45,0,"[0.8641180877028598, 0.13588191229714017, 0.0]"
438,France,Male,38,2,0.0,2,1,0,136859.55,0,"[0.6746064043827464, 0.3253935956172535, 0.0]"
528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,"[0.5869740486212516, 0.4130259513787484, 0.0]"
587,France,Male,36,1,0.0,2,0,1,17135.6,0,"[0.8006192169704849, 0.19938078302951517, 0.0]"
836,Germany,Female,32,4,109196.67,2,1,0,55218.02,0,"[0.9227628891979387, 0.07723711080206129, 0.0]"
607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0,"[0.8015480893090663, 0.1984519106909337, 0.0]"
692,Germany,Female,43,10,118588.83,1,1,1,161241.65,1,"[0.8036542571714009, 0.196345742828599, 0.0]"
778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0,"[0.8280740714954259, 0.17192592850457414, 0.0]"
615,France,Male,49,3,0.0,2,1,1,49872.33,0,"[0.7332349542128216, 0.26676504578717836, 0.0]"
850,France,Female,38,1,106871.81,2,1,0,29333.01,0,"[0.9049227493431832, 0.09507725065681685, 0.0]"
622,Spain,Female,26,8,0.0,2,1,1,124964.82,0,"[0.897832910296798, 0.10216708970320201, 0.0]"
749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,"[0.8904427369192248, 0.10955726308077514, 0.0]"
603,Germany,Female,35,9,145623.36,1,1,0,163181.62,0,"[0.7716576804942175, 0.22834231950578257, 0.0]"
756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,"[0.8402225522709761, 0.15977744772902386, 0.0]"
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,"[0.9181301991713502, 0.0818698008286498, 0.0]"
629,Germany,Female,37,1,35549.81,2,0,0,49676.33,0,"[0.8132845091987435, 0.1867154908012565, 0.0]"
811,France,Male,42,10,0.0,2,1,1,3797.79,0,"[0.9046608058721783, 0.09533919412782169, 0.0]"
650,France,Female,47,9,0.0,1,1,0,187943.6,0,"[0.8149577150612779, 0.18504228493872205, 0.0]"
850,France,Female,39,2,0.0,2,1,0,179451.42,0,"[0.9431197370446244, 0.05688026295537565, 0.0]"
609,France,Female,35,2,147900.43,1,1,0,140000.29,0,"[0.7671492355993237, 0.23285076440067637, 0.0]"
757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1,"[0.8823042968057284, 0.11769570319427157, 0.0]"
579,France,Female,33,1,65667.79,2,0,0,164608.98,0,"[0.8109840629892553, 0.18901593701074468, 0.0]"
725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,"[0.885217927633747, 0.11478207236625304, 0.0]"
661,France,Male,33,9,0.0,2,1,1,84174.81,0,"[0.8815694841795328, 0.11843051582046715, 0.0]"
585,France,Female,38,5,0.0,1,1,1,87363.56,0,"[0.802202367478639, 0.19779763252136093, 0.0]"
670,France,Male,38,10,89416.99,1,0,0,144275.39,0,"[0.8320942051568072, 0.16790579484319276, 0.0]"
730,France,Female,37,1,0.0,2,1,1,124364.63,0,"[0.9015848325876505, 0.09841516741234949, 0.0]"
511,France,Female,46,1,0.0,1,1,1,115779.48,1,"[0.6703390326555392, 0.3296609673444609, 0.0]"
706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1,"[0.794045856369012, 0.20595414363098796, 0.0]"
677,France,Female,49,3,0.0,2,1,1,187811.71,0,"[0.8202421058434186, 0.17975789415658136, 0.0]"
501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0,"[0.728432122570249, 0.27156787742975097, 0.0]"
703,France,Female,45,5,0.0,2,1,0,131906.44,0,"[0.851546917704348, 0.14845308229565202, 0.0]"
742,France,Male,39,8,140004.96,1,1,1,92985.78,0,"[0.8402738140256213, 0.15972618597437868, 0.0]"
572,France,Female,47,2,0.0,2,1,0,36099.7,0,"[0.7022898974367187, 0.2977101025632814, 0.0]"
711,France,Male,33,1,0.0,1,0,0,41590.4,0,"[0.8981079109336705, 0.10189208906632949, 0.0]"
596,France,Male,47,6,0.0,1,1,0,74835.65,0,"[0.7397373974181859, 0.2602626025818141, 0.0]"
567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0,"[0.7118429288711502, 0.2881570711288498, 0.0]"
743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0,"[0.7993502060031452, 0.20064979399685484, 0.0]"
737,France,Male,36,9,0.0,1,0,1,188670.9,1,"[0.9172627185005353, 0.08273728149946473, 0.0]"
577,France,Male,29,7,0.0,2,1,1,55473.15,0,"[0.8476843373030907, 0.1523156626969093, 0.0]"
602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0,"[0.7847159524686714, 0.2152840475313286, 0.0]"
637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0,"[0.8432256321663681, 0.15677436783363183, 0.0]"
575,France,Female,54,9,68332.96,1,1,1,144390.75,0,"[0.6211660332065977, 0.3788339667934023, 0.0]"
661,Spain,Male,20,8,0.0,1,1,0,110252.53,0,"[0.9315801135939796, 0.06841988640602033, 0.0]"
593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,"[0.46696626585204304, 0.533033734147957, 0.0]"
732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0,"[0.8215903200288653, 0.17840967997113463, 0.0]"
674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1,"[0.7209450303606835, 0.2790549696393166, 0.0]"
825,France,Male,29,3,148874.01,2,0,1,71192.82,0,"[0.9199258993211208, 0.08007410067887923, 0.0]"
658,Germany,Female,55,8,119327.93,1,0,1,119439.66,0,"[0.6557266748590913, 0.34427332514090864, 0.0]"
711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0,"[0.7244062837950397, 0.2755937162049603, 0.0]"
663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0,"[0.858063285297978, 0.141936714702022, 0.0]"
681,Germany,Male,48,5,139714.4,2,0,0,73066.72,0,"[0.715435369485818, 0.284564630514182, 0.0]"
433,France,Female,49,10,0.0,1,1,1,87711.61,0,"[0.5417301993957508, 0.45826980060424916, 0.0]"
567,France,Female,35,5,166118.45,2,1,0,127827.18,0,"[0.7123367442946017, 0.2876632557053983, 0.0]"
633,France,Female,29,7,169988.35,1,1,0,4272.0,0,"[0.7881261879928737, 0.21187381200712632, 0.0]"
637,Germany,Male,43,1,135645.29,2,0,1,101382.86,1,"[0.7248580656220391, 0.2751419343779609, 0.0]"
628,France,Female,45,8,0.0,2,1,0,193903.06,0,"[0.812601327823396, 0.187398672176604, 0.0]"
684,Spain,Female,41,1,134177.06,1,0,0,177506.66,0,"[0.8028302372551062, 0.1971697627448938, 0.0]"
599,France,Male,44,10,118577.24,1,1,1,31448.52,0,"[0.6719006502865477, 0.3280993497134524, 0.0]"
685,France,Male,33,6,0.0,1,1,0,58458.26,0,"[0.8891368880646038, 0.11086311193539625, 0.0]"
633,Spain,Female,39,2,0.0,2,0,0,191207.03,0,"[0.8503439867466819, 0.1496560132533181, 0.0]"
584,Spain,Female,59,1,0.0,1,0,1,130260.11,1,"[0.6281331098768905, 0.3718668901231094, 0.0]"
519,France,Male,39,1,97700.02,1,1,1,30709.03,0,"[0.6430566323736335, 0.3569433676263664, 0.0]"
544,France,Female,64,3,124043.8,1,1,1,111402.97,1,"[0.4110144470468343, 0.5889855529531657, 0.0]"
850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,"[0.9190250135076319, 0.08097498649236813, 0.0]"
670,France,Female,45,9,104930.38,1,1,0,155921.81,1,"[0.7773837925406935, 0.2226162074593066, 0.0]"
651,France,Female,34,9,0.0,2,1,0,138113.71,0,"[0.879487132523741, 0.120512867476259, 0.0]"
476,France,Female,32,6,111871.93,1,0,0,112132.86,0,"[0.6802957585466836, 0.31970424145331644, 0.0]"
607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,"[0.774639204657918, 0.22536079534208195, 0.0]"
667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,"[0.4701951030911957, 0.5298048969088043, 0.0]"
729,France,Female,34,9,132121.71,1,0,1,105409.31,0,"[0.865404452280923, 0.13459554771907703, 0.0]"
726,France,Male,29,7,0.0,2,1,1,91844.14,1,"[0.9251995961963007, 0.0748004038036994, 0.0]"
543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1,"[0.6681053949803748, 0.33189460501962514, 0.0]"
622,France,Male,26,9,0.0,2,1,1,153237.59,0,"[0.901925043066794, 0.09807495693320595, 0.0]"
431,France,Male,37,0,120764.08,1,1,1,117023.08,0,"[0.5683815816828854, 0.4316184183171146, 0.0]"
719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1,"[0.7743636060685721, 0.22563639393142793, 0.0]"
598,Spain,Male,34,0,104488.17,1,0,1,43249.67,0,"[0.7675896623204811, 0.2324103376795189, 0.0]"
680,France,Male,33,10,183768.47,1,1,0,164119.35,0,"[0.8267339697528229, 0.17326603024717713, 0.0]"
768,France,Female,36,3,141334.95,1,0,1,125870.5,0,"[0.8755928603938099, 0.12440713960619014, 0.0]"
570,France,Male,23,2,0.0,1,0,0,198830.98,0,"[0.8945088717914581, 0.1054911282085419, 0.0]"
680,France,Male,34,9,0.0,2,1,1,95686.6,0,"[0.8884654097337884, 0.11153459026621164, 0.0]"
542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,"[0.74333565093302, 0.25666434906698005, 0.0]"
544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,"[0.7119359260514098, 0.2880640739485902, 0.0]"
632,Germany,Female,41,3,81877.38,1,1,1,33642.21,0,"[0.755512216289663, 0.24448778371033694, 0.0]"
707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0,"[0.8356238497626736, 0.16437615023732638, 0.0]"
681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1,"[0.7625118018617708, 0.2374881981382292, 0.0]"
698,France,Female,39,4,0.0,2,0,1,47455.82,0,"[0.8656312109060907, 0.13436878909390923, 0.0]"
689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1,"[0.8478841756322969, 0.15211582436770313, 0.0]"
849,France,Male,35,4,110837.73,1,0,0,126419.8,0,"[0.9250709377162103, 0.0749290622837897, 0.0]"
722,Spain,Male,37,9,0.0,2,1,0,31921.95,0,"[0.8869651208173418, 0.11303487918265821, 0.0]"
730,France,Male,34,5,122453.37,2,1,0,138882.98,0,"[0.874423912075179, 0.12557608792482103, 0.0]"
774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0,"[0.8935093026847779, 0.10649069731522207, 0.0]"
613,Spain,Male,39,8,118201.41,1,1,0,23315.59,0,"[0.7290277228328494, 0.2709722771671505, 0.0]"
476,France,Female,40,4,0.0,2,0,0,182547.04,0,"[0.7108775507539868, 0.2891224492460131, 0.0]"
477,Germany,Female,39,4,182491.57,1,1,0,185830.72,0,"[0.5745775592141673, 0.42542244078583275, 0.0]"
702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1,"[0.612609641603191, 0.3873903583968091, 0.0]"
555,France,Female,44,3,105770.7,3,1,0,60533.96,1,"[0.637758859458968, 0.36224114054103196, 0.0]"
626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0,"[0.8796834935160099, 0.12031650648399002, 0.0]"
596,Spain,Male,29,2,0.0,2,1,1,1591.19,0,"[0.8484270454104953, 0.1515729545895047, 0.0]"
556,France,Female,51,8,61354.14,1,1,0,198810.65,1,"[0.6526161296031788, 0.34738387039682117, 0.0]"
623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0,"[0.7334831952023038, 0.26651680479769624, 0.0]"
772,France,Male,34,9,0.0,2,1,0,170980.86,0,"[0.9335673318397777, 0.06643266816022235, 0.0]"
