CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn,preds
633,France,Female,26,8,124281.84,1,1,1,60116.57,0,"[0.8693096609285409, 0.1306903390714591]"
607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,"[0.8359861173096067, 0.16401388269039333]"
677,Germany,Female,39,0,111213.64,2,1,1,147578.26,0,"[0.7605094703993907, 0.2394905296006093]"
836,France,Female,29,9,133681.78,1,1,1,153747.73,0,"[0.9429547910144591, 0.05704520898554086]"
619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1,"[0.7831650207878347, 0.21683497921216532]"
536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0,"[0.6017624985762934, 0.3982375014237066]"
708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1,"[0.742775785908635, 0.25722421409136503]"
724,France,Female,41,5,109798.25,1,0,1,149593.61,0,"[0.8331871355318043, 0.1668128644681956]"
516,Spain,Female,33,3,0.0,2,1,1,58685.59,0,"[0.769656861654307, 0.23034313834569295]"
562,France,Male,33,6,0.0,2,1,0,111590.35,0,"[0.8427978442877997, 0.15720215571220036]"
549,France,Female,38,8,107283.4,1,0,0,157442.75,0,"[0.7526121079299337, 0.24738789207006626]"
850,France,Female,34,2,0.0,2,1,1,171706.66,0,"[0.9394524627985101, 0.06054753720148987]"
746,Spain,Male,30,1,112666.67,1,0,0,11710.4,1,"[0.853366152228046, 0.146633847771954]"
608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,"[0.7377197749654103, 0.2622802250345897]"
654,France,Male,38,8,0.0,2,1,0,88659.44,0,"[0.8769475210601212, 0.1230524789398788]"
589,France,Male,46,9,0.0,2,1,0,170676.67,0,"[0.8146541146798487, 0.18534588532015134]"
415,France,Male,46,9,134950.19,3,0,0,178587.36,1,"[0.5625697032437118, 0.4374302967562882]"
850,France,Female,35,1,211774.31,1,1,0,188574.12,1,"[0.8628533090300466, 0.13714669096995338]"
794,Spain,Female,37,9,0.0,2,1,0,68008.85,0,"[0.9306146576264048, 0.06938534237359517]"
629,France,Female,43,0,0.0,2,1,1,41263.69,0,"[0.748098398444782, 0.251901601555218]"
757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0,"[0.9107703577266403, 0.08922964227335976]"
812,France,Male,24,10,0.0,2,1,1,156906.15,0,"[0.9715166659670996, 0.02848333403290037]"
645,France,Male,32,4,0.0,2,0,1,97628.08,0,"[0.8800547250274544, 0.11994527497254565]"
850,Spain,Female,55,7,0.0,1,0,0,171762.87,1,"[0.883410412335605, 0.11658958766439496]"
686,France,Female,41,4,129553.76,2,1,0,187599.8,0,"[0.7923839068502894, 0.20761609314971066]"
662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,"[0.8575350892181384, 0.14246491078186163]"
701,France,Male,39,2,0.0,2,1,1,82526.92,0,"[0.8589513650853042, 0.14104863491469571]"
635,France,Female,58,1,0.0,1,1,1,58907.08,1,"[0.6261625269620087, 0.3738374730379913]"
746,Spain,Male,36,2,0.0,2,1,1,16436.56,0,"[0.8851441557571972, 0.11485584424280279]"
702,France,Female,29,6,149218.39,1,1,1,9633.01,0,"[0.8584482590191139, 0.1415517409808861]"
754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,"[0.9166638250200996, 0.08333617497990048]"
682,France,Female,43,5,125851.93,1,1,1,193318.33,0,"[0.7921507228579633, 0.2078492771420367]"
740,France,Female,51,4,0.0,2,1,1,178929.84,0,"[0.8370023997114546, 0.16299760028854535]"
715,France,Female,31,3,110581.29,1,1,1,94715.24,0,"[0.8615195242360412, 0.13848047576395886]"
560,France,Male,50,3,0.0,2,1,0,84531.79,0,"[0.6708593887655943, 0.32914061123440574]"
527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1,"[0.7768828499413318, 0.22311715005866817]"
623,France,Female,35,0,130557.24,1,1,1,47880.71,0,"[0.7182540464653974, 0.28174595353460263]"
637,Germany,Male,30,6,122641.56,2,1,0,65618.01,0,"[0.8324558700736061, 0.1675441299263939]"
404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1,"[0.33801513580081444, 0.6619848641991856]"
555,Spain,Male,50,7,128061.0,2,1,1,62375.1,0,"[0.6180865409302584, 0.3819134590697416]"
581,France,Male,37,7,0.0,2,1,1,74320.75,0,"[0.8391832377160686, 0.16081676228393138]"
763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0,"[0.8869261772729847, 0.1130738227270153]"
615,France,Male,39,4,133707.09,1,1,1,108152.75,0,"[0.7463040564975645, 0.25369594350243546]"
681,France,Male,36,5,141952.07,1,1,1,185144.08,0,"[0.835676788504887, 0.16432321149511292]"
628,France,Male,36,3,0.0,2,1,1,8742.91,0,"[0.830123210221587, 0.16987678977841308]"
611,Germany,Male,37,1,117524.72,2,0,1,161064.29,0,"[0.7400271009457551, 0.259972899054245]"
693,France,Male,37,1,0.0,2,1,1,82867.55,0,"[0.8579766434489815, 0.1420233565510185]"
615,France,Female,35,2,97440.02,2,1,1,139816.1,0,"[0.7806367814962156, 0.21936321850378435]"
479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1,"[0.44440738153515547, 0.5555926184648445]"
695,France,Male,46,7,49512.55,1,1,0,133007.34,0,"[0.8305477745702847, 0.16945222542971525]"
678,France,Female,46,1,0.0,2,0,0,82106.19,0,"[0.773322607416459, 0.22667739258354108]"
692,France,Female,42,2,0.0,2,1,0,145222.93,0,"[0.8332907268654227, 0.16670927313457726]"
643,Spain,Male,43,1,0.0,2,1,1,145764.4,0,"[0.7970705971534098, 0.20292940284659022]"
657,Germany,Male,25,2,171770.55,1,1,0,22745.5,0,"[0.805723393986044, 0.19427660601395608]"
659,France,Female,50,3,0.0,1,1,0,183399.12,1,"[0.7673873306130768, 0.23261266938692318]"
683,France,Female,30,2,0.0,2,0,1,100496.84,1,"[0.888923551590285, 0.11107644840971498]"
646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1,"[0.8492636052475946, 0.15073639475240544]"
681,France,Female,79,0,0.0,2,0,1,170968.99,0,"[0.47136907365091696, 0.528630926349083]"
748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0,"[0.810179220720727, 0.18982077927927296]"
706,France,Male,54,9,117444.51,1,1,1,186238.85,0,"[0.782191788930223, 0.21780821106977694]"
474,France,Male,45,10,0.0,2,0,0,172175.9,0,"[0.7435722824723466, 0.25642771752765336]"
748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0,"[0.8427545947360621, 0.1572454052639379]"
633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1,"[0.5172039353648411, 0.4827960646351589]"
613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1,"[0.6748302274101396, 0.3251697725898603]"
569,Spain,Female,42,1,0.0,1,1,1,83629.6,1,"[0.7177460204728422, 0.2822539795271578]"
526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1,"[0.7616364842372514, 0.23836351576274867]"
844,France,Female,28,4,0.0,2,0,1,123318.37,0,"[0.95401916577801, 0.04598083422198999]"
759,Spain,Male,31,8,0.0,2,1,1,99086.74,0,"[0.941528827319631, 0.058471172680369006]"
765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0,"[0.8807788648813044, 0.11922113511869564]"
648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0,"[0.6807400995181703, 0.3192599004818298]"
828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,"[0.8188761952541648, 0.18112380474583523]"
557,Spain,Female,40,4,0.0,2,0,1,105433.53,0,"[0.7663968472743514, 0.2336031527256486]"
725,France,Male,46,6,0.0,2,1,0,161767.38,0,"[0.8692862293908521, 0.13071377060914785]"
749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0,"[0.8648406521293475, 0.13515934787065248]"
850,France,Female,34,6,101266.51,1,1,0,33501.98,0,"[0.9163003810235495, 0.0836996189764505]"
618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0,"[0.7364837253142518, 0.2635162746857482]"
664,Germany,Female,36,2,127160.78,2,1,0,78140.75,0,"[0.7622164262536993, 0.23778357374630063]"
651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,"[0.7695413483642688, 0.23045865163573115]"
452,France,Female,35,7,0.0,2,1,0,164241.67,0,"[0.7633659632202983, 0.23663403677970168]"
733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0,"[0.8418830771417403, 0.15811692285825968]"
776,France,Female,38,2,169824.46,1,1,0,169291.7,0,"[0.8269190257300726, 0.17308097426992738]"
777,France,Female,29,9,131240.61,1,1,1,163746.09,1,"[0.9284220342438204, 0.07157796575617954]"
645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0,"[0.812333455892787, 0.18766654410721298]"
748,France,Male,34,5,84009.47,1,1,1,137001.1,0,"[0.8966541072515984, 0.10334589274840153]"
550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0,"[0.81652924990448, 0.18347075009552008]"
587,France,Female,36,1,134997.49,2,1,0,44688.08,0,"[0.6789123319304362, 0.32108766806956385]"
473,France,Female,33,5,125827.43,1,0,1,145698.73,0,"[0.6855820902145965, 0.3144179097854035]"
580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,"[0.5027243306532168, 0.4972756693467833]"
751,Germany,Female,28,10,132932.14,2,1,1,46630.47,0,"[0.9149921162726395, 0.08500788372736048]"
561,France,Female,35,5,0.0,2,1,0,59981.62,0,"[0.8042901242481764, 0.1957098757518237]"
612,Spain,Female,26,4,0.0,2,1,1,179780.74,0,"[0.8950837524623921, 0.10491624753760782]"
714,Spain,Female,31,6,152926.6,1,1,1,50899.91,0,"[0.8563075810969213, 0.1436924189030787]"
607,France,Female,48,4,112070.86,3,1,0,173568.3,1,"[0.6789732542850486, 0.3210267457149514]"
501,France,Female,34,5,0.0,1,1,0,27380.99,0,"[0.7555208409573477, 0.24447915904265227]"
813,France,Male,32,1,122889.88,1,1,1,26476.18,0,"[0.8837824134116873, 0.11621758658831276]"
769,France,Female,25,10,0.0,2,0,0,187925.75,0,"[0.9616310429963324, 0.03836895700366757]"
763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,"[0.9191915521222692, 0.08080844787773075]"
617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0,"[0.5080584454768022, 0.4919415545231977]"
715,France,Female,32,10,0.0,2,1,0,60907.49,0,"[0.9265039743487689, 0.07349602565123112]"
678,France,Male,43,5,102338.19,1,1,1,79649.62,0,"[0.7895259689479401, 0.21047403105205986]"
680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1,"[0.6536452967220076, 0.34635470327799245]"
470,France,Male,30,3,101140.76,1,1,1,50906.65,0,"[0.693107384457309, 0.306892615542691]"
664,France,Male,57,6,0.0,2,1,1,15304.08,0,"[0.7341019519055715, 0.2658980480944285]"
743,Spain,Male,35,6,79388.33,1,1,1,193360.69,0,"[0.9019234235456014, 0.09807657645439861]"
785,France,Female,38,1,0.0,1,1,0,134964.85,1,"[0.8912003880382079, 0.10879961196179214]"
559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1,"[0.8024208791896544, 0.19757912081034554]"
578,France,Male,39,2,0.0,2,1,0,70563.9,0,"[0.768080840111207, 0.23191915988879294]"
556,France,Female,54,4,150005.38,1,1,0,157015.5,1,"[0.5147424734346215, 0.4852575265653785]"
591,France,Male,49,3,0.0,2,1,0,50123.44,0,"[0.7013090054655851, 0.29869099453441494]"
686,France,Female,35,8,105419.73,1,1,0,35356.46,0,"[0.8490293523615493, 0.15097064763845072]"
848,Germany,Male,31,4,90018.45,2,1,0,193132.98,0,"[0.9336225096859574, 0.0663774903140426]"
598,France,Female,40,2,171178.25,1,1,0,137980.58,1,"[0.655125497702791, 0.34487450229720895]"
561,Spain,Female,28,3,0.0,2,1,0,191387.76,0,"[0.8500591072589044, 0.14994089274109557]"
620,Spain,Male,42,4,106920.91,1,0,1,119747.08,0,"[0.7407140866935107, 0.25928591330648926]"
637,France,Male,32,3,0.0,2,1,1,197827.06,0,"[0.883328343120827, 0.11667165687917298]"
577,France,Male,37,2,127261.35,1,1,0,56185.05,0,"[0.6880634104026032, 0.3119365895973968]"
562,Germany,Male,33,8,92659.2,2,1,0,1354.25,0,"[0.7839245871510908, 0.2160754128489092]"
508,France,Female,38,3,166328.65,2,0,1,22614.19,0,"[0.5819637877523939, 0.4180362122476061]"
487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0,"[0.6413646208572412, 0.3586353791427587]"
572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0,"[0.803733138982289, 0.196266861017711]"
605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0,"[0.8160618412192927, 0.1839381587807073]"
617,France,Female,79,7,0.0,1,1,1,160589.18,0,"[0.49936070278367983, 0.5006392972163202]"
612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1,"[0.5933019888183694, 0.4066980111816306]"
574,France,Male,33,8,100267.03,1,1,0,103006.27,0,"[0.812458928239424, 0.18754107176057602]"
678,France,Female,22,6,118064.93,2,1,1,195424.01,0,"[0.9132619942156731, 0.08673800578432686]"
705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1,"[0.6742519772461213, 0.3257480227538787]"
612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,"[0.437745931744811, 0.562254068255189]"
618,France,Female,31,4,0.0,2,1,0,29176.04,0,"[0.8514364505319624, 0.14856354946803763]"
620,France,Male,32,6,0.0,2,1,0,56139.09,0,"[0.8717137545427042, 0.1282862454572958]"
656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1,"[0.7429860653062392, 0.25701393469376077]"
529,France,Male,22,5,0.0,1,1,0,151169.83,0,"[0.8783806924609376, 0.12161930753906233]"
850,France,Male,39,6,96863.13,1,1,1,121681.19,0,"[0.9162842267891967, 0.08371577321080324]"
577,Spain,Female,44,8,115557.0,1,0,1,127506.76,0,"[0.7187381202071228, 0.28126187979287715]"
502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,"[0.6428969391673749, 0.3571030608326251]"
602,France,Male,33,5,164704.38,1,0,1,180716.1,1,"[0.7876399843642774, 0.21236001563572257]"
592,France,Male,36,1,126477.42,1,0,0,179718.17,0,"[0.7270662988981292, 0.27293370110187076]"
651,France,Male,28,10,79562.98,1,1,1,74687.37,0,"[0.9034345728243358, 0.09656542717566416]"
554,Spain,Male,42,1,0.0,2,0,1,183492.9,0,"[0.7408097616585236, 0.2591902383414763]"
755,France,Male,31,5,0.0,2,0,1,194660.78,0,"[0.9371110063019528, 0.06288899369804721]"
744,Germany,Male,41,7,190409.34,2,1,1,138361.48,0,"[0.8251186597589869, 0.17488134024101312]"
741,France,Male,32,8,0.0,2,1,0,143598.7,0,"[0.9357781133927017, 0.06422188660729836]"
850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1,"[0.9168595086580694, 0.08314049134193055]"
620,France,Female,29,3,0.0,2,0,1,153392.28,0,"[0.8771376310078668, 0.12286236899213322]"
701,France,Female,39,9,0.0,2,0,1,145894.9,0,"[0.9039578180977997, 0.09604218190220022]"
675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,"[0.8517806946670868, 0.14821930533291314]"
571,France,Male,32,5,131354.25,1,1,0,125256.53,0,"[0.7740969914764378, 0.22590300852356213]"
807,France,Female,34,1,0.0,1,0,0,114448.13,0,"[0.9123487724857859, 0.08765122751421402]"
500,Germany,Male,30,2,125495.64,2,1,1,68807.47,0,"[0.6882019922194187, 0.3117980077805813]"
850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0,"[0.8617374617025357, 0.1382625382974643]"
748,Germany,Female,31,1,99557.94,1,1,0,199255.32,0,"[0.8715309213813817, 0.12846907861861837]"
794,Spain,Female,28,5,0.0,2,0,1,86699.98,0,"[0.9431226381375056, 0.05687736186249435]"
708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0,"[0.8482362670590744, 0.15176373294092566]"
714,France,Female,25,4,0.0,2,0,0,82500.84,0,"[0.9234174220798489, 0.0765825779201511]"
588,France,Male,30,3,115007.08,1,0,0,176858.5,0,"[0.7994654765133775, 0.20053452348662243]"
637,France,Male,27,1,0.0,2,1,0,91291.2,0,"[0.8754731300393308, 0.12452686996066917]"
835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0,"[0.9208672012502739, 0.07913279874972612]"
748,France,Female,49,7,29602.08,1,0,0,163550.58,1,"[0.8504588615120362, 0.14954113848796383]"
721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0,"[0.8758759877777349, 0.12412401222226506]"
579,Spain,Male,33,1,0.0,2,1,1,54816.57,0,"[0.8044342473262134, 0.19556575267378665]"
575,France,Male,46,1,0.0,2,1,1,65998.26,0,"[0.7023627677952755, 0.2976372322047245]"
756,France,Female,32,4,0.0,2,1,0,147040.25,0,"[0.9209666290988712, 0.07903337090112886]"
697,France,Female,42,10,0.0,2,1,0,61312.15,0,"[0.8824866694654301, 0.11751333053456993]"
493,Spain,Female,48,7,0.0,2,1,0,48545.1,0,"[0.6523241123418011, 0.34767588765819896]"
496,France,Female,34,1,102723.35,2,1,0,180844.81,0,"[0.6693322269293072, 0.3306677730706929]"
746,France,Female,24,4,0.0,1,0,1,94105.0,0,"[0.9378231320815701, 0.06217686791842992]"
691,France,Male,38,1,0.0,2,0,0,44653.5,0,"[0.8381142414236928, 0.16188575857630713]"
526,France,Male,30,9,0.0,2,0,0,100995.68,0,"[0.8593061635448893, 0.14069383645511074]"
579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1,"[0.6608221642737058, 0.3391778357262943]"
652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,"[0.8094793804146997, 0.19052061958530034]"
652,Spain,Male,37,7,0.0,2,1,0,68789.93,0,"[0.8694590666954392, 0.1305409333045608]"
645,France,Male,25,0,174400.36,1,1,0,42669.37,0,"[0.7886319903031264, 0.21136800969687367]"
613,France,Male,36,9,131307.11,1,0,0,83343.73,0,"[0.8063418147171459, 0.19365818528285408]"
756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1,"[0.8732244296050882, 0.12677557039491177]"
712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0,"[0.8135109139865778, 0.1864890860134222]"
592,France,Female,31,2,84102.11,2,0,1,116385.24,0,"[0.7944847012482121, 0.20551529875178784]"
636,Germany,Male,49,6,113599.74,2,1,0,158887.09,1,"[0.7125095040484072, 0.2874904959515928]"
553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,"[0.5586386306533763, 0.44136136934662373]"
596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0,"[0.8184740444152574, 0.18152595558474258]"
814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0,"[0.8843208054185059, 0.11567919458149416]"
588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1,"[0.7293317522760789, 0.27066824772392106]"
606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0,"[0.7333628207475531, 0.26663717925244695]"
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0,"[0.6709838765510685, 0.32901612344893144]"
620,France,Female,42,1,0.0,2,0,1,65565.92,0,"[0.7634438412081866, 0.23655615879181333]"
639,France,Male,35,8,0.0,2,1,0,170483.9,0,"[0.893284916299471, 0.10671508370052893]"
730,France,Female,39,1,99010.67,1,1,0,194945.8,0,"[0.8227424944445957, 0.17725750555540434]"
649,France,Female,36,8,0.0,2,0,1,109179.89,0,"[0.8847478979249004, 0.1152521020750996]"
578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1,"[0.8079319758553385, 0.19206802414466148]"
732,France,Male,26,7,0.0,2,1,0,154364.66,0,"[0.9455318395865575, 0.05446816041344254]"
657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1,"[0.8116442776040287, 0.18835572239597126]"
692,Spain,Male,46,2,0.0,2,1,1,105983.09,0,"[0.8128367585990256, 0.1871632414009744]"
848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,"[0.9593489905802435, 0.04065100941975656]"
661,France,Male,47,5,0.0,1,0,1,107243.31,1,"[0.8108204321867142, 0.18917956781328585]"
678,France,Female,31,1,0.0,2,0,1,130446.65,0,"[0.8795825610689305, 0.1204174389310695]"
579,France,Male,35,1,0.0,2,1,0,4460.2,0,"[0.7754031691165386, 0.2245968308834614]"
600,France,Female,28,6,0.0,2,0,1,52193.23,0,"[0.8789567865139787, 0.12104321348602128]"
677,Germany,Female,26,3,102395.79,1,1,0,119368.99,0,"[0.8622680388388742, 0.1377319611611259]"
601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0,"[0.74104485553372, 0.25895514446628]"
586,France,Male,64,1,0.0,2,1,1,53710.23,0,"[0.5260337084067097, 0.47396629159329023]"
707,France,Male,33,2,0.0,2,0,0,130866.95,0,"[0.8905661664763493, 0.1094338335236507]"
633,France,Female,42,1,0.0,2,1,0,56865.62,0,"[0.76528905243364, 0.23471094756636005]"
779,France,Male,32,10,80728.15,1,1,0,86306.75,0,"[0.9304394796692641, 0.06956052033073594]"
631,France,Female,33,8,0.0,2,0,0,117374.22,0,"[0.8861569944485737, 0.11384300555142633]"
758,Germany,Male,32,4,162657.64,2,1,1,115525.13,0,"[0.8696753123520045, 0.1303246876479956]"
476,France,Female,34,10,0.0,2,1,0,26260.98,0,"[0.7926502088420011, 0.20734979115799893]"
773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0,"[0.8546263409720194, 0.14537365902798063]"
729,Spain,Female,42,7,0.0,2,1,0,58268.2,1,"[0.8760027654890603, 0.12399723451093975]"
676,France,Male,40,8,114005.78,1,1,1,67998.45,0,"[0.8279312154092909, 0.17206878459070907]"
700,Spain,Male,47,4,0.0,1,1,0,121798.52,1,"[0.8219464764054518, 0.1780535235945482]"
658,Spain,Male,36,1,0.0,2,0,1,84927.42,0,"[0.8403114058855898, 0.1596885941144101]"
667,France,Male,28,6,165798.1,1,1,0,147090.9,0,"[0.8580353399994989, 0.14196466000050106]"
721,Spain,Female,46,7,137933.39,1,1,1,67976.57,0,"[0.7845205493018381, 0.21547945069816182]"
590,France,Male,47,3,0.0,2,1,0,171774.5,0,"[0.7464638097392012, 0.25353619026079877]"
469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0,"[0.6505227898475818, 0.34947721015241817]"
715,France,Female,33,3,85227.84,1,1,1,68087.15,0,"[0.8579711188415097, 0.14202888115849036]"
786,France,Female,62,8,0.0,1,1,1,165702.64,0,"[0.826625778972843, 0.17337422102715705]"
570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,"[0.5485028689494521, 0.4514971310505479]"
788,France,Female,43,10,0.0,2,1,1,116111.51,0,"[0.9233874238198914, 0.07661257618010858]"
713,France,Male,53,6,115029.4,1,0,0,191521.32,1,"[0.7558948223349684, 0.24410517766503162]"
804,France,Male,55,7,0.0,2,1,1,118752.6,0,"[0.8709122568533678, 0.12908774314663216]"
791,France,Female,44,5,0.0,2,1,1,123977.86,1,"[0.8971449895579384, 0.10285501044206163]"
667,France,Male,42,6,0.0,1,1,0,88890.05,0,"[0.8458776591017187, 0.1541223408982812]"
542,France,Male,29,9,0.0,1,1,0,8342.35,0,"[0.8583973645982008, 0.14160263540179924]"
558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0,"[0.6751499495993911, 0.3248500504006088]"
720,France,Female,37,2,120328.88,2,1,1,138470.21,0,"[0.8273693614020572, 0.17263063859794275]"
660,France,Female,20,6,167685.56,1,1,0,57929.9,0,"[0.8759191885910518, 0.12408081140894818]"
796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0,"[0.9143645849330416, 0.08563541506695836]"
709,France,Male,38,5,0.0,2,1,1,81452.29,0,"[0.8875665624897813, 0.11243343751021868]"
744,Spain,Male,34,3,0.0,2,1,0,27244.35,0,"[0.895381772577217, 0.104618227422783]"
611,France,Male,68,5,82547.11,2,1,1,146448.01,0,"[0.5248724227512254, 0.4751275772487746]"
684,France,Male,35,6,135871.5,1,1,1,87219.41,0,"[0.8389345702514373, 0.1610654297485628]"
476,France,Male,40,6,0.0,1,1,1,22735.45,0,"[0.7127031898038174, 0.28729681019618264]"
457,Spain,Female,38,6,0.0,2,1,0,173219.09,0,"[0.7297550671946997, 0.27024493280530026]"
741,France,Male,29,8,0.0,2,1,1,115994.52,0,"[0.9440161989982472, 0.05598380100175277]"
492,France,Male,29,1,144591.96,1,1,1,196293.76,0,"[0.7012394258665575, 0.2987605741334424]"
593,France,Female,46,7,98752.51,1,1,0,145560.38,0,"[0.7157171760747856, 0.2842828239252144]"
676,France,Female,34,8,82909.14,1,1,0,91817.38,1,"[0.8667137057604295, 0.1332862942395705]"
570,France,Female,18,4,82767.42,1,1,0,71811.9,0,"[0.8625246934888449, 0.1374753065111552]"
714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,"[0.731811373748614, 0.26818862625138595]"
676,France,Female,61,8,0.0,2,1,1,118522.73,0,"[0.7471305451551338, 0.2528694548448662]"
758,Spain,Female,43,10,0.0,2,1,1,55313.44,0,"[0.9059666155168863, 0.09403338448311367]"
727,Germany,Male,46,3,115248.11,4,1,0,130752.01,1,"[0.7808648731111572, 0.21913512688884285]"
674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1,"[0.7479820540568162, 0.25201794594318383]"
646,France,Female,46,4,0.0,3,1,0,93251.42,1,"[0.7878193722451683, 0.21218062775483176]"
656,France,Male,30,3,0.0,2,0,1,17104.0,0,"[0.878088546123135, 0.12191145387686494]"
716,France,Female,44,1,0.0,1,1,1,152108.47,0,"[0.8320024213517269, 0.1679975786482731]"
530,Spain,Male,44,6,0.0,2,0,0,55893.37,0,"[0.7232516492592427, 0.27674835074075727]"
712,France,Male,36,2,100749.5,3,0,0,70758.37,1,"[0.8297677328050935, 0.17023226719490647]"
733,Spain,Male,36,1,0.0,2,0,1,108377.82,0,"[0.8831160307654786, 0.11688396923452134]"
748,Spain,Female,40,4,0.0,2,1,0,132368.47,0,"[0.8842463847480331, 0.11575361525196691]"
679,France,Male,45,3,146758.24,1,1,0,48466.89,0,"[0.7062803079361271, 0.293719692063873]"
653,Spain,Male,35,9,0.0,2,1,1,45956.05,0,"[0.893722599529523, 0.10627740047047697]"
793,France,Female,33,0,0.0,1,0,0,175544.02,0,"[0.9117782655013599, 0.08822173449864014]"
790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0,"[0.8681429965450824, 0.13185700345491755]"
697,France,Female,45,1,0.0,2,1,0,46807.62,1,"[0.7897998426632412, 0.21020015733675879]"
679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0,"[0.8673314806443048, 0.13266851935569524]"
697,France,Female,34,2,126558.92,1,1,0,73334.43,0,"[0.8064700620443236, 0.19352993795567638]"
788,Spain,Female,70,1,0.0,2,1,1,41610.62,0,"[0.6582748139194958, 0.3417251860805041]"
598,France,Female,43,5,0.0,3,1,1,100722.72,1,"[0.7934294882455135, 0.2065705117544865]"
512,France,Male,43,1,0.0,2,1,1,52471.36,0,"[0.6667374751197388, 0.3332625248802612]"
513,France,Male,35,8,0.0,1,1,0,76640.29,1,"[0.8068668321878312, 0.19313316781216888]"
537,France,Female,38,10,0.0,1,0,0,52337.97,1,"[0.8077254810899783, 0.19227451891002173]"
725,France,Male,41,7,113980.21,1,1,1,116704.25,0,"[0.850999574587868, 0.14900042541213196]"
670,France,Female,39,8,101928.51,1,0,0,89205.54,0,"[0.8244066093094478, 0.17559339069055221]"
613,Germany,Female,51,7,147262.11,1,1,1,53630.9,1,"[0.6239643455600811, 0.37603565443991893]"
561,Germany,Female,45,2,168085.38,2,0,1,115719.08,0,"[0.5618381601267695, 0.4381618398732305]"
723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1,"[0.6872863367719778, 0.3127136632280222]"
